kingdom	phylum	family	genus	specificepithet	country	stateprovince	county
fungi	basidiomycota	polyporaceae	Poria	weirii	United States	Idaho	Idaho
animalia	bryozoa	smittinidae	Smittina	cordata	United States	California	Santa Barbara County
fungi	ascomycota	parmeliaceae	Hypotrachyna	livida	United States	Tennessee	Stewart Co.
fungi	basidiomycota	agaricaceae	Bovista	plumbea	Norway	Vestfold Og Telemark	Færder
plantae	spermatophyta	asteraceae	Micropus	californicus	United States	California	San Luis Obispo County
plantae	tracheophyta	fabaceae	Astragalus	albulus	United States	Arizona	Navajo
plantae	bryophyta	pottiaceae	Pottia	truncata	United States	New York	Rensselaer
plantae	chlorophyta	ulvaceae	Ulva	linza	United States	Florida	Monroe County
plantae	rhodophyta	corallinaceae	Corallina	officinalis	United States	Washington	Island
plantae	rhodophyta	ceramiaceae	Ceramium	bicorne	United States	California	Orange County
plantae	tracheophyta	poaceae	Poa	secunda	United States	Oregon	Harney
plantae	rhodophyta	rhodomelaceae	Bostrychia	radicans	United States	Florida	Levy County
plantae	spermatophyta	asteraceae	Coreopsis	lanceolata	United States	Virginia	New Kent
plantae	marchantiophyta	frullaniaceae	Frullania	inflata	United States	Tennessee	Montgomery
plantae	tracheophyta	fabaceae	Astragalus	agrestis	United States	Idaho	Teton
plantae	magnoliophyta	poaceae	Bromus	racemosus	United States	Virginia	Frederick
plantae	rhodophyta	rhodomelaceae	Herposiphonia	verticillata	United States	California	Los Angeles County
animalia	bryozoa	smittinidae	Parasmittina	uncinata	United States	Hawaii	Maui
plantae	bryophyta	dicranaceae	Leucobryum	glaucum	Canada	Nova Scotia	Region Of Queens
plantae	marchantiophyta	frullaniaceae	Frullania	inflata	United States	Kansas	Douglas Co.
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	Netherlands	Zeeland	Tholen
plantae	marchantiophyta	frullaniaceae	Frullania	brittoniae	United States	Florida	Seminole
animalia	chordata	cyprinidae	Notropis	jemezanus	United States	New Mexico	Chaves County
fungi	zygomycota	rhizopodaceae	Syzygites	megalocarpus	United States	Kentucky	Fayette
plantae	charophyta	poaceae	Alopecurus	pratensis	United States	Vermont	Chittenden
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	United States	Nebraska	Brown
fungi	basidiomycota	pucciniaceae	Uromyces	dactylidis	United States	Mississippi	Oktibbeha
animalia	arthropoda	apidae	Centris	tricolor	Paraguay	Guaira	General Eugenio Garay
animalia	annelida	nereididae	Nereis	panamensis	Mexico	Veracruz De Ignacio De La Llave	Veracruz
plantae	marchantiophyta	frullaniaceae	Frullania	bolanderi	United States	California	Mendocino
plantae	charophyta	poaceae	Tridens	flavus	United States	New Hampshire	Grafton
fungi	chytridiomycota	synchytriaceae	Synchytrium	pulvereum	United States	Wisconsin	Rusk Co.
animalia	brachiopoda	spirigerellidae	Composita	subtilita	United States	Texas	Brown County
plantae	rhodophyta	ceramiaceae	Centroceras	clavulatum	United States	Florida	Monroe
plantae	bryophyta	pottiaceae	Tortella	humilis	United States	Texas	San Jacinto
animalia	porifera	microcionidae	Antho	karykina	United States	California	Ventura County
animalia	annelida	nereididae	Nereis	fauchaldi	Mexico	Baja California	Ensenada
plantae	bryophyta	pottiaceae	Weissia	controversa	United States	New York	Saratoga Co.
plantae	rhodophyta	ceramiaceae	Ceramium	cimbricum	United States	Massachusetts	Barnstable County
plantae	magnoliophyta	poaceae	Tridens	albescens	United States	Texas	Mason
fungi	basidiomycota	pucciniaceae	Puccinia	heucherae	United States	Pennsylvania	Centre
animalia	chordata	cricetidae	Neotoma	lepida	United States	California	Los Angeles County
fungi	basidiomycota	agaricaceae	Agaricus	campestris	United States	Oklahoma	Oklahoma
fungi	basidiomycota	polyporaceae	Trametes	versicolor	United States	California	Los Angeles
animalia	arthropoda	apidae	Neolarra	batrae	United States	California	Riverside
plantae	marchantiophyta	scapaniaceae	Lophozia	wenzelii	Sweden	Jämtland	Hallen
plantae	tracheophyta	poaceae	Panicum	boscii	United States	Kentucky	Scott
fungi	ascomycota	cladoniaceae	Cladonia	evansii	United States	Colorado	Mineral
plantae	dicotyledon	asteraceae	Vernonia	grisea	Brasil	Pará	Almeirim
plantae	spermatophyta	fabaceae	Ateleia	pterocarpa	Mexico	Chiapas	Tenejapa Municipio
plantae	marchantiophyta	frullaniaceae	Frullania	nisquallensis	United States	Oregon	Lane
fungi	ascomycota	physciaceae	Rinodina	fimbriata	United States	North Carolina	Alamance Co.
fungi	ascomycota	parmeliaceae	Arctoparmelia	centrifuga	Norway	Stfold	Råde
plantae	chlorophyta	ulvaceae	Ulva	expansa	United States	California	Orange County
plantae	charophyta	fabaceae	Lupinus	perennis	United States	Rhode Island	Washington
fungi	ascomycota	cladoniaceae	Cladonia	uncialis	United States	Maine	Hancock
plantae	charophyta	poaceae	Echinochloa	muricata	United States	Massachusetts	Franklin
fungi	ascomycota	cladoniaceae	Cladonia	caroliniana	United States	Tennessee	Cumberland
animalia	arthropoda	apidae	Bombus	terricola	United States	New York	Hamilton
plantae	rhodophyta	rhodomelaceae	Laurencia	obtusa	Mexico	Yucatán	Progreso
plantae	magnoliophyta	fabaceae	Lupinus	argenteus	United States	Utah	Garfield Co.
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Pennsylvania	Susquehanna
animalia	chordata	cyprinidae	Semotilus	atromaculatus	United States	Alabama	Cleburne County
animalia	mollusca	muricidae	Urosalpinx	cineria	United States	Florida	Pinellas County
fungi	basidiomycota	pucciniaceae	Puccinia	dioicae	United States	Iowa	Dickinson
animalia	mollusca	unionidae	Strophitus	undulatus	United States	Michigan	Osceola
plantae	spermatophyta	orchidaceae	Prosthechea	radiata	Mexico	Veracruz	Totutla Municipality
animalia	arthropoda	apidae	Bombus	huntii	United States	Colorado	Boulder
plantae	magnoliophyta	fabaceae	Cassia	fasciculata	United States	Arkansas	Franklin
animalia	echinodermata	holothuriidae	Holothuria	lineata	United States	Hawaii	Honolulu
plantae	marchantiophyta	scapaniaceae	Lophozia	alpestris	Norway	Oppland	Lom
animalia	annelida	syllidae	Proceraea	cornuta	United States	Florida	Pinellas County
animalia	mollusca	muricidae	Coralliophila	galea	United States	Florida	Broward County
plantae	charophyta	characeae	Nitella	flexilis	Sweden	Skã¥Ne	Stã¥Ngby
fungi	ascomycota	parmeliaceae	Flavocetraria	cucullata	Sweden	Uppland	Uppsala
animalia	mollusca	unionidae	Fusconaia	subrotunda	United States	Tennessee	Polk County
plantae	tracheophyta	asteraceae	Arida	arizonica	United States	Nevada	Nye Co.
fungi	ascomycota	physciaceae	Physcia	millegrana	United States	Michigan	Kalamazoo
fungi	cyanobacteria	scytonemataceae	Scytonema	ocellatum	United States	Illinois	Cook County
plantae	marchantiophyta	frullaniaceae	Frullania	squarrosa	United States	Texas	Walker Co.
animalia	bryozoa	smittinidae	Smittina	landsborovii	United States	Washington	San Juan County
animalia	brachiopoda	rugosochonetidae	Mesolobus	mesolobus?	United States	Texas	Palo Pinto
animalia	chordata	plethodontidae	Plethodon	cinereus	United States	Virginia	Augusta
animalia	chordata	cyprinidae	Campostoma	anomalum	United States	Missouri	Texas
plantae	marchantiophyta	scapaniaceae	Scapania	nemorosa	United States	Vermont	Windsor County
fungi	glomeromycota	glomeraceae	Rhizophagus	fasciculatus	United States	Arizona	Pima
plantae	charophyta	characeae	Chara	vulgaris	United States	Michigan	Van Buren County
animalia	annelida	nereididae	Nereis	pelagica	United States	Massachusetts	Essex County
plantae	magnoliophyta	fabaceae	Robinia	pseudo-acacia	United States	Georgia	Cobb County
plantae	charophyta	characeae	Chara	braunii	United States	New York	Yates Co.
plantae	spermatophyta	fabaceae	Lupinus	albifrons	United States	California	Glenn County
fungi	basidiomycota	polyporaceae	Panus	neostrigosus	United States	Tennessee	Knox
plantae	marchantiophyta	frullaniaceae	Frullania	tetraptera	Chile	Maule	Curicó
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	adnata	Mexico	Veracruz	Yecuatla
plantae	charophyta	fabaceae	Trifolium	pratense	United States	Connecticut	Hartford County
fungi	glomeromycota	acaulosporaceae	Entrophospora	infrequens	Mexico	Veracruz De Ignacio De La Llave	Catemaco
fungi	fungi	family unknown	Sterile	isidiate crust	United States	New York	Westchester Co.
animalia	chordata	plethodontidae	Desmognathus	santeetlah	United States	Tennessee	Blount
fungi	basidiomycota	polyporaceae	Polyporus	squamosus	United States	Connecticut	Fairfield Co.
plantae	magnoliophyta	asteraceae	Symphyotrichum	patens	United States	Tennessee	Sequatchie
plantae	marchantiophyta	scapaniaceae	Lophozia	capitata	United States	Connecticut	Hartford County
fungi	basidiomycota	polyporaceae	Neolentinus	lepideus	United States	New York	Tompkins
animalia	chordata	cyprinidae	Notropis	lutipinnis	United States	Georgia	Lamar
plantae	chlorophyta	caulerpaceae	Caulerpa	prolifera	United States	Florida	Palm Beach County
plantae	spermatophyta	asteraceae	Logfia	gallica	United States	California	Mendocino County
animalia	chordata	plethodontidae	Batrachoseps	nigriventris	United States	California	San Luis Obispo
plantae	tracheophyta	fabaceae	Dalbergia	hupeana	China	Yunnan	Tengchong County
plantae	rhodophyta	ceramiaceae	Ceramium	codicola	United States	California	Orange
animalia	annelida	syllidae	Myrianida	puladilaw	Philippines	Oriental Mindoro Province	Puerto Galera Municipality [= Puerto Galera]
plantae	bryophyta	dicranaceae	Paraleucobryum	enerve	United States	Alaska	North Slope
plantae	charophyta	characeae	Chara	aspera	United States	Nebraska	Dundy
animalia	chordata	cyprinidae	Notropis	simus	United States	New Mexico	Debaca County
plantae	magnoliophyta	asteraceae	Bidens	pilosa	United States	Wisconsin	Rock
plantae	marchantiophyta	frullaniaceae	Frullania	obcordata	United States	Virginia	Norfolk
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Nebraska	Sarpy County
animalia	arthropoda	carabidae	Lebia	lobulata	United States	Kansas	Bourbon
plantae	rhodophyta	rhodomelaceae	Polysiphonia	nigra	United States	Massachusetts	Essex Co.
plantae	marchantiophyta	lejeuneaceae	Lejeunea	cavifolia	Norway	Viken	Fredrikstad
fungi	basidiomycota	agaricaceae	Battarrea	phalloides	Mexico	Sonora	Alamos
fungi	ascomycota	physciaceae	Physcia	millegrana	United States	Connecticut	Middlesex County
plantae	magnoliophyta	poaceae	Elymus	repens	United States	Utah	Wayne
plantae	marchantiophyta	scapaniaceae	Douinia	ovata	Sweden	Dalsland	Frã¶Skog
plantae	rhodophyta	corallinaceae	Heterodermia	obscurata	United States	Georgia	Wilkes
plantae	rhodophyta	corallinaceae	Jania	rubens	United States	Florida	Monroe County
plantae	spermatophyta	orchidaceae	Pogonia	minor	Japan	Osaka	Settsu
animalia	arthropoda	apidae	Epeolus	sp. 02	Mexico	Chiapas	San Juan Cancuc
plantae	magnoliophyta	asteraceae	Pectis	papposa	Mexico	Chihuahua	Juárez Mun.
animalia	brachiopoda	rugosochonetidae	Lissochonetes	geinitzianus	United States	Nebraska	Cass County
animalia	brachiopoda	spirigerellidae	Composita	subtilita	United States	Texas	Eastland
animalia	mollusca	unionidae	Elliptio	congaraea	United States	North Carolina	Columbus County
fungi	zygomycota	rhizopodaceae	Rhizopus	stolonifer	United States	Illinois	Marshall
fungi	basidiomycota	agaricaceae	Lycoperdon	perlatum	United States	Michigan	Washtenaw
plantae	chlorophyta	caulerpaceae	Caulerpa	racemosa	Madagascar	Diana	Nosy Be (Distr.)
animalia	chordata	plethodontidae	Eurycea	lucifuga	United States	Arkansas	Lawrence
plantae	magnoliophyta	asteraceae	Marshallia	mohrii	United States	Georgia	Floyd County
plantae	charophyta	characeae	Chara	vulgaris	Sweden	Skåne	Oxie
plantae	spermatophyta	asteraceae	Hulsea	vestita	United States	California	Riverside County
plantae	bryophyta	pottiaceae	Syntrichia	ruralis	United States	California	Lassen County
fungi	zygomycota	mucoraceae	Mucor	janseni	United States	Washington	Whitman Co.
animalia	chordata	plethodontidae	Plethodon	teyahalee	United States	North Carolina	Haywood
animalia	mollusca	veneridae	Meretrix	impudica	Mascarene Islands	Mauritius Island	Mauritius Island
animalia	arthropoda	apidae	Ptilothrix	bombiformis	United States	Texas	Brazos
plantae	magnoliophyta	poaceae	Bromus	pubescens	United States	Pennsylvania	Berks
plantae	magnoliophyta	asteraceae	Krigia	biflora	United States	Mississippi	Tishomingo
plantae	magnoliophyta	fabaceae	Lupinus	x alpestris	United States	Arizona	Coconino
animalia	porifera	halichondriidae	Halichondria	panicea	United Kingdom	Ireland	County Mayo
plantae	magnoliophyta	fabaceae	Lotus	wrightii	United States	Arizona	Coconino
plantae	marchantiophyta	scapaniaceae	Lophozia	barbata	United States	Washington	Whatcom
fungi	basidiomycota	polyporaceae	Polyporus	badius	United States	Ohio	Highland
fungi	ascomycota	physciaceae	Amandinea	punctata	United States	Michigan	Ingham
plantae	chlorophyta	cladophoraceae	Chaetomorpha	ligustica	United States	Washington	San Juan
animalia	mollusca	veneridae	Globivenus	fordii	United States	California	Los Angeles County
plantae	spermatophyta	asteraceae	Packera	bolanderi	United States	Oregon	Multnomah County
plantae	magnoliophyta	asteraceae	Chrysopsis	mariana	United States	Tennessee	Franklin
plantae	spermatophyta	orchidaceae	Orchis	pallens	Austria	Niederoesterreich	Sankt Polten Stadt
fungi	ascomycota	cladoniaceae	Cladonia	arbuscula	United States	Wisconsin	Monroe
plantae	marchantiophyta	scapaniaceae	Scapania	subalpina	Norway	Oslo Fylke	Oslo
plantae	spermatophyta	fabaceae	Zornia	bracteata	United States	South Carolina	Darlington
animalia	arthropoda	carabidae	Pterostichus	menetriesii	United States	California	Santa Barbara
animalia	chordata	cricetidae	Peromyscus	gratus	Mexico	Puebla	Chapulco
animalia	mollusca	veneridae	Petricolaria	cognata	Mexico	Estado De Sonora	Hermosillo
plantae	marchantiophyta	frullaniaceae	Frullania	tamarisci	United States	Michigan	Houghton
animalia	bryozoa	smittinidae	Hemismittoidea	corallinea	United States	Hawaii	Oahu
animalia	arthropoda	formicidae	Temnothorax	chandleri	United States	Missouri	Washington
animalia	arthropoda	formicidae	Camponotus	vicinus	United States	Arizona	Cochise
fungi	basidiomycota	pucciniaceae	Uromyces	minor	United States	California	Humboldt
plantae	rhodophyta	rhodomelaceae	Chondria	dasyphylla	Ireland	Munster	Clare
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Louisiana	Terrebonne Parish
plantae	bryophyta	pottiaceae	Tortula	brevipes	United States	California	San Bernardino County
plantae	tracheophyta	asteraceae	Xanthisma	spinulosum	United States	New Mexico	Grant
animalia	porifera	microcionidae	Clathria	heterotoxa	United States	California	Santa Barbara County
animalia	bryozoa	fenestellidae	Fenestella	rudis	United States	Missouri	Cooper
animalia	bryozoa	smittinidae	Smittina	altirostris	United States	Alaska	Bethel Census Area
animalia	arthropoda	apidae	Bombus	affinis	United States	Pennsylvania	Perry
animalia	porifera	chalinidae	Haliclona	cinerea	United States	California	Sonoma County
animalia	annelida	nereididae	Nereis	pelagica	United States	Maine	Washington County
plantae	tracheophyta	poaceae	Cinna	arundinacea	United States	Wisconsin	Buffalo
plantae	spermatophyta	fabaceae	Lupinus	densiflorus	United States	California	Santa Barbara
plantae	chlorophyta	cladophoraceae	Rhizoclonium	riparium	Canada	New Brunswick	Charlotte
fungi	basidiomycota	agaricaceae	Nidularia	deformis	Norway	Troms Og Finnmark	Kautokeino
animalia	chordata	plethodontidae	Desmognathus	ocoee	United States	South Carolina	Pickens
fungi	chytridiomycota	cladochytriaceae	Cladochytrium	major	United States	North Dakota	Lamoure
plantae	bryophyta	pottiaceae	Bryoerythrophyllum	recurvirostrum	Norway	Troms Og Finnmark	Tromsø
animalia	porifera	halichondriidae	Halichondria	jv01	United States	Hawaii	Honolulu County
animalia	arthropoda	formicidae	Lasius	sitiens	United States	Arizona	Coconino
plantae	tracheophyta	fabaceae	Astragalus	tenellus	United States	Utah	Emery Co.
fungi	zygomycota	mucoraceae	Mucor	genevensis	United States	Michigan	Washtenaw
plantae	rhodophyta	ceramiaceae	Corallophila	eatoniana	United States	Washington	San Juan
plantae	bryophyta	pottiaceae	Tortula	obtusifolia	United States	Illinois	Clark
fungi	chytridiomycota	physodermataceae	Physoderma	maydis	United States	California	Ventura
plantae	tracheophyta	poaceae	Stipa	nelsonii	United States	Idaho	Butte
animalia	brachiopoda	spiriferidae	Spirifer	sp 1	United States	Illinois	Calhoun County
animalia	brachiopoda	spiriferidae	Spirifer	marionensis	United States	Tennessee	Decatur County
fungi	ascomycota	physciaceae	Pyxine	subcinerea	United States	South Carolina	Colleton Co.
fungi	ascomycota	parmeliaceae	Xanthoparmelia	conspersa	United States	Maine	Knox
plantae	marchantiophyta	frullaniaceae	Frullania	inflata	United States	Texas	Gregg County
animalia	mollusca	muricidae	Paciocinebrina	trophonoides	United States	California	Kern County
animalia	chordata	plethodontidae	Eurycea	quadridigitata	United States	Georgia	Tattnall
plantae	bryophyta	sphagnaceae	Sphagnum	angustifolium	United States	Alaska	Aleutians East
plantae	magnoliophyta	asteraceae	Anthemis	cotula	United States	Oklahoma	Bryan
plantae	tracheophyta	fabaceae	Enterolobium	schomburgkii	Peru	Pasco	Oxapampa
fungi	basidiomycota	agaricaceae	Bovista	plumbea	United States	Colorado	Denver
plantae	chlorophyta	ulvaceae	Ulva	prolifera	United States	Delaware	Sussex
plantae	tracheophyta	asteraceae	Erigeron	veracruzensis	Mexico	Mexico	Tenango Del Aire
plantae	charophyta	characeae	Chara	aspera	United States	California	Lake
plantae	chlorophyta	cladophoraceae	Cladophora	sericea	Sweden	Skåne	Malmö
fungi	chytridiomycota	physodermataceae	Physoderma	maydis	United States	Illinois	Franklin
plantae	bryophyta	pottiaceae	Hymenostylium	recurvirostre	United States	Missouri	Iron
plantae	rhodophyta	corallinaceae	Corallina	officinalis	Germany	Schleswig-Holstein	Pinneberg
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Iowa	Fayette County
plantae	rhodophyta	rhodomelaceae	Polysiphonia	fibrillosa	Denmark	Baltic Sea Around Møn	Bm
animalia	brachiopoda	rugosochonetidae	Mesolobus	mesolobus	United States	Illinois	Randolph County
plantae	magnoliophyta	poaceae	Erianthus	contortus	United States	Virginia	King George
animalia	mollusca	unionidae	Utterbackia	imbecillis	United States	Illinois	Williamson
fungi	basidiomycota	pucciniaceae	Puccinia	coronata	United States	South Dakota	Spink
plantae	tracheophyta	poaceae	Festuca	arundinacea	United States	Pennsylvania	Lehigh
fungi	basidiomycota	polyporaceae	Pycnoporus	cinnabarinus	United States	Arizona	Mohave
animalia	mollusca	veneridae	Chione	bisculpta	United States	Oregon	Coos County
animalia	chordata	cricetidae	Neotoma	fuscipes	United States	California	Napa
animalia	mollusca	unionidae	Anodonta	cataracta	United States	North Carolina	Orange
animalia	brachiopoda	spirigerellidae	Composita	subquadrata	United States	Kentucky	Breckinridge County
plantae	charophyta	characeae	Chara	tomentosa	France	Auvergne-Rhône-Alpes	Savoie
animalia	chordata	cricetidae	Reithrodontomys	raviventris	United States	California	Marin County
animalia	annelida	syllidae	Syllis	elongata	United States	California	San Francisco County
plantae	magnoliophyta	poaceae	Melica	nitens	United States	Kansas	Montgomery
plantae	magnoliophyta	fabaceae	Lupinus	perennis	United States	Pennsylvania	Chester
animalia	brachiopoda	spiriferidae	Spirifer	opimus	United States	Texas	Parker
plantae	marchantiophyta	frullaniaceae	Frullania	macrocephala	Mexico	Chiapas	La Trinitaria
plantae	bryophyta	pottiaceae	Syntrichia	intermedia	United States	Arizona	Gila Co.
plantae	tracheophyta	poaceae	Bromus	catharticus	United States	Louisiana	Plaquemines
plantae	spermatophyta	asteraceae	Arnica	nevadensis	United States	California	El Dorado County
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	New York	Queens
plantae	tracheophyta	fabaceae	Hosackia	oblongifolia	United States	California	San Bernardino County
plantae	tracheophyta	fabaceae	Astragalus	newberryi	United States	Arizona	Mohave County
plantae	magnoliophyta	fabaceae	Lupinus	albicaulis	United States	Washington	Klickitat
plantae	magnoliophyta	poaceae	Coleataenia	longifolia	United States	Oklahoma	Cleveland
plantae	bryophyta	pottiaceae	Tortula	arenacea	United States	Ohio	Fairfield County
plantae	charophyta	fabaceae	Lupinus	nevadensis	United States	Nevada	Humboldt County
plantae	bryophyta	dicranaceae	Dicranum	undulatum	United States	Maine	Hancock
animalia	bryozoa	rhabdomesidae	Rhombopora	attenuata	United States	Colorado	Douglas
plantae	tracheophyta	fabaceae	Desmodium	laevigatum	United States	Maryland	Talbot
fungi	ascomycota	parmeliaceae	Parmeliopsis	hyperopta	Sweden	Åsele Lappmark	Vilhelmina
plantae	spermatophyta	fabaceae	Lupinus	perennis	United States	New Jersey	Cumberland
fungi	basidiomycota	pucciniaceae	Puccinella	graminicola	United States	Kansas	Rooks
plantae	marchantiophyta	lejeuneaceae	Cheilolejeunea	unciloba	United States	Missouri	Oregon
animalia	mollusca	muricidae	Phyllonotus	pomum	United States	South Carolina	Horry County
plantae	spermatophyta	asteraceae	Werneria	nubigena	Mexico	Chiapas	Union Juarez Municipio
animalia	bryozoa	smittinidae	Parasmittina	raigiformis	United States	Hawaii	Kauai
plantae	rhodophyta	rhodomelaceae	Polysiphonia	elongata	United States	Massachusetts	Dukes Co.
fungi	chytridiomycota	synchytriaceae	Synchytrium	anemones	United States	Pennsylvania	Monroe Co.
plantae	dicotyledon	myrtaceae	Myrcia	fallax	Brasil	Mato Grosso	Campo Novo Dos Parecis
fungi	ascomycota	parmeliaceae	Parmeliopsis	ambigua	United States	Arizona	Graham
fungi	basidiomycota	polyporaceae	Lenzites	sepiaria	United States	New York	Warren
animalia	mollusca	unionidae	Venustaconcha	ellipsiformis	United States	Illinois	Kankakee
animalia	chordata	cricetidae	Neotoma	lepida	United States	California	Inyo County
plantae	tracheophyta	poaceae	Atractantha	cardinalis	Brazil	Bahia	Maraú
plantae	marchantiophyta	lejeuneaceae	Lejeunea	flava	United States	Louisiana	Saint John The Baptist
plantae	bryophyta	dicranaceae	Dicranum	spurium	United States	Ohio	Jackson Co.
fungi	ascomycota	physciaceae	Calicium	viride	United States	Oregon	Jackson
plantae	charophyta	characeae	Nitella	flexilis	United States	Vermont	Orleans Co.
plantae	tracheophyta	poaceae	Chasmanthium	latifolium	United States	Kentucky	Muhlenberg
plantae	spermatophyta	asteraceae	Eurybia	compacta	United States	North Carolina	Pitt
plantae	marchantiophyta	lejeuneaceae	Cyclolejeunea	convexistipa	Venezuela	Amazonas	Río Negro Mun.
animalia	chordata	plethodontidae	Plethodon	glutinosus	United States	Virginia	Washington
plantae	bryophyta	dicranaceae	Dicranoweisia	crispula	United States	Washington	Okanogan
plantae	rhodophyta	ceramiaceae	Ceramium	tenuicorne	Denmark	Baltic Sea Around Møn	Bm
animalia	echinodermata	holothuriidae	Holothuria	olivacea	Mariana Islands	Guam	Guam Island
plantae	spermatophyta	fabaceae	Cercis	occidentalis	United States	Arizona	Coconino County
plantae	magnoliophyta	fabaceae	Dicorynia	paraensis	Brazil	Amazonas	Manaus Mun.
plantae	rhodophyta	rhodomelaceae	Polysiphonia	tripinnata	United States	California	Santa Barbara
plantae	magnoliophyta	asteraceae	Lactuca	canadensis	United States	Virginia	Henrico
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	California	Orange
plantae	magnoliophyta	asteraceae	Latreillea	peruviana	Peru	Loreto	Maynas (Prov.)
plantae	dicotyledon	myrtaceae	Eugenia	pyriformis	Brasil	Paraná	Curitiba
plantae	marchantiophyta	frullaniaceae	Frullania	selwyniana	United States	Maine	Franklin County
animalia	mollusca	muricidae	Nucella	emarginata	United States	California	Humboldt County
plantae	tracheophyta	poaceae	Arundinaria	gigantea	United States	Missouri	Mississippi
fungi	basidiomycota	polyporaceae	Lentinus	tigrinus	United States	Ohio	Portage
plantae	charophyta	characeae	Nitella	flexilis	Denmark	North Sea	Ns
fungi	chytridiomycota	physodermataceae	Physoderma	maculare	United States	Washington	Chelan Or King
plantae	rhodophyta	ceramiaceae	Ceramium	arborescens	Canada	Quebec	Le Rocher-Percé Regional Municipality
fungi	chytridiomycota	synchytriaceae	Synchytrium	aecidioides	United States	Wisconsin	Sauk
plantae	tracheophyta	asteraceae	Agoseris	monticola	United States	California	Plumas
plantae	spermatophyta	fabaceae	Lathyrus	venosus	United States	Minnesota	Lake Of The Woods
animalia	arthropoda	formicidae	Lasius	humilis	United States	Colorado	Garfield
fungi	ascomycota	parmeliaceae	Platismatia	tuckermanii	United States	Wisconsin	Forest
plantae	marchantiophyta	lejeuneaceae	Lejeunea	laetevirens	United States	Florida	Clay Co.
animalia	arthropoda	carabidae	Cicindela	oregona	United States	California	Humboldt County
animalia	bryozoa	smittinidae	Pleurocodonellina	signata	United States	Florida	Monroe County
plantae	magnoliophyta	poaceae	Panicum	laxiflorum	United States	Arkansas	Union
plantae	marchantiophyta	frullaniaceae	Frullania	inflata	United States	Texas	Culberson County
fungi	cyanobacteria	scytonemataceae	Scytonema	hofmannii	United States	Wyoming	Park County
fungi	basidiomycota	pucciniaceae	Puccinia	cardamines-bellidifoliae	Finland	Lapponia Enontekiensis	Enontekiö
plantae	rhodophyta	rhodomelaceae	Amplisiphonia	pacifica	United States	California	Orange County
plantae	magnoliophyta	poaceae	Elymus	canadensis	United States	Iowa	Winnebago Co.
animalia	arthropoda	apidae	Eucera	speciosa	United States	Utah	Emery
animalia	cnidaria	faviidae	Prionastrea	angustata	France	Champagne-Ardenne	Ardennes
plantae	spermatophyta	orchidaceae	Maxillaria	ramonensis	Costa Rica	Alajuela	Alajuela
animalia	brachiopoda	spirigerellidae	Composita	gibbosa	United States	Oklahoma	Coal
plantae	marchantiophyta	scapaniaceae	Lophozia	bicrenata	Denmark	Sjælland	Lyngby-Taarbæk
animalia	chordata	cricetidae	Peromyscus	maniculatus	United States	Kansas	Mitchell
plantae	bryophyta	pottiaceae	Leptodontium	capituligerum	Bolivia	Chuquisaca	Oropeza
fungi	ascomycota	physciaceae	Physconia	distorta	Sweden	Skåne	Torekov
plantae	tracheophyta	asteraceae	Aster	cordifolius	United States	Pennsylvania	Allegheny
plantae	rhodophyta	rhodomelaceae	Pterosiphonia	hamata	United States	Washington	Island
animalia	echinodermata	holothuriidae	Bohadschia	vitiensis	Marshall Islands	Marshall Islands	Majuro Atoll
plantae	bryophyta	sphagnaceae	Sphagnum	cuspidatum	Norway	Vestland	Kvam
fungi	chytridiomycota	synchytriaceae	Synchytrium	decipiens	United States	Pennsylvania	Westmoreland
plantae	magnoliophyta	fabaceae	Lathyrus	venosus	United States	Indiana	Harrison
plantae	charophyta	characeae	Chara	hispida	Sweden	Skã¥Ne	Lomma
fungi	ascomycota	cladoniaceae	Cladonia	botrytes	Canada	Newfoundland And Labrador	Humber East Distr.
fungi	basidiomycota	pucciniaceae	Gymnosporangium	clavipes	Mexico	Jalisco	Zapotlan El Grande
plantae	rhodophyta	rhodomelaceae	Palisada	perforata	Mexico	No Disponible	No Disponible
plantae	tracheophyta	asteraceae	Symphyotrichum	oolentangiense	United States	Indiana	St. Joseph
plantae	magnoliophyta	poaceae	Koeleria	macrantha	United States	Utah	Uintah
animalia	echinodermata	amphiuridae	Amphioplus	abditus	United States	Massachusetts	Dukes County
plantae	tracheophyta	poaceae	Agrostis	hyemalis	United States	Wisconsin	St. Croix
animalia	arthropoda	formicidae	Pheidole	dentata	United States	North Carolina	Edgecombe
plantae	marchantiophyta	scapaniaceae	Scapania	subalpina	United States	Wisconsin	Bayfield
plantae	tracheophyta	fabaceae	Dalbergia	sissoo	United States	Florida	Miami-Dade
plantae	dicotyledon	myrtaceae	Psidium	incanum	Brasil	Rio Grande Do Sul	São Vicente Do Sul
animalia	mollusca	unionidae	Lampsilis	cardium	United States	Pennsylvania	Crawford County
