kingdom	phylum	family	genus	specificepithet	country	stateprovince	county	present	query	response	first token top strings	first token top scores	question number
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	Spain	Galicia	A Coruña [La Coruña	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.\n\nU'	['Yes', '', '', '\x00', '']	['32.5', '-inf', '-inf', '-inf', '-inf']	354
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	Spain	Galicia	A Coruña [La Coruña	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.\n\nAcc'	['Yes', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	355
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	Spain	Galicia	A Coruña [La Coruña	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.'	['Yes', '', '', '\x00', '']	['32.708', '-inf', '-inf', '-inf', '-inf']	356
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	Spain	Galicia	A Coruña [La Coruña	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	357
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.\n\nAcc'	['Yes', 'No', '', '', '']	['34.792', '34.375', '-inf', '-inf', '-inf']	358
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No.\n\nP'	['No', 'Yes', '', '', '']	['35.417', '33.333', '-inf', '-inf', '-inf']	359
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No.\n\nP'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	360
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['34.583', '32.5', '-inf', '-inf', '-inf']	361
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Phaeoph'	['No', 'Yes', '', '', '']	['32.083', '30.208', '-inf', '-inf', '-inf']	362
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	363
fungi	ascomycota	physciaceae	Phaeophyscia	adiastola	United States	California	Santa Cruz County	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	364
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	365
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Poria mont'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	366
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, it is not'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	367
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, there is no'	['No', 'Yes', '', '', '']	['33.333', '32.083', '-inf', '-inf', '-inf']	368
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No.\n\nAcc'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	369
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	370
fungi	basidiomycota	polyporaceae	Poria	monticola	United States	Oregon	Clatsop	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35', '-inf', '-inf', '-inf', '-inf']	371
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	372
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Bombus h'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	373
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No. Bombus h'	['No', '', '', '\x00', '']	['35.417', '-inf', '-inf', '-inf', '-inf']	374
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	375
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No. Bombus h'	['No', '', '', '\x00', '']	['32.083', '-inf', '-inf', '-inf', '-inf']	376
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	377
animalia	arthropoda	apidae	Bombus	huntii	United States	South Carolina	Horry	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	378
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['No', 'Yes', '', '', '']	['34.375', '33.958', '-inf', '-inf', '-inf']	379
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['35', '33.125', '-inf', '-inf', '-inf']	380
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes. Dicranum'	['Yes', '', '', '\x00', '']	['34.792', '-inf', '-inf', '-inf', '-inf']	381
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes, Dicranum'	['Yes', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	382
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes, King, Washington'	['Yes', 'No', '', '', '']	['31.458', '29.583', '-inf', '-inf', '-inf']	383
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['32.292', '31.25', '-inf', '-inf', '-inf']	384
plantae	bryophyta	dicranaceae	Dicranum	polysetum	United States	Washington	King	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	385
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No.\n\nCh'	['No', '', '', '\x00', '']	['37.708', '-inf', '-inf', '-inf', '-inf']	386
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Chonet'	['No', '', '', '\x00', '']	['37.5', '-inf', '-inf', '-inf', '-inf']	387
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No\n\nChon'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	388
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No.\n\nThere'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	389
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Chonet'	['No', '', '', '\x00', '']	['33.75', '-inf', '-inf', '-inf', '-inf']	390
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	391
animalia	brachiopoda	rugosochonetidae	Chonetinella	robusta	United States	Texas	Mcculloch	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Chonet'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	392
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['35.417', '33.333', '-inf', '-inf', '-inf']	393
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['37.292', '-inf', '-inf', '-inf', '-inf']	394
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Composita ov'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	395
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	396
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Pawne'	['No', '', '', '\x00', '']	['35.625', '-inf', '-inf', '-inf', '-inf']	397
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	398
animalia	brachiopoda	spirigerellidae	Composita	ovata	United States	Oklahoma	Pawnee	No	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, the species Compos'	['No', 'Yes', '', '', '']	['33.958', '32.5', '-inf', '-inf', '-inf']	399
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	400
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Vigna'	['No', '', '', '\x00', '']	['36.875', '-inf', '-inf', '-inf', '-inf']	401
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Vigna'	['No', '', '', '\x00', '']	['36.458', '-inf', '-inf', '-inf', '-inf']	402
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, there is no'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	403
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No. Vigna'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	404
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No. According to the'	['No', '', '', '\x00', '']	['36.667', '-inf', '-inf', '-inf', '-inf']	405
plantae	tracheophyta	fabaceae	Vigna	luteola	United States	Georgia	Chatham County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Vigna'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	406
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No.\n\nU'	['Yes', 'No', '', '', '']	['33.75', '32.708', '-inf', '-inf', '-inf']	407
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No, Ulva int'	['Yes', 'No', '', '', '']	['34.583', '32.5', '-inf', '-inf', '-inf']	408
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes, it is possible'	['Yes', '', '', '\x00', '']	['33.333', '-inf', '-inf', '-inf', '-inf']	409
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes, Ulva int'	['Yes', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	410
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['32.5', '31.042', '-inf', '-inf', '-inf']	411
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['33.125', '-inf', '-inf', '-inf', '-inf']	412
plantae	chlorophyta	ulvaceae	Ulva	intestinalis	United States	Maine	Sagadahoc	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	413
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['32.083', '-inf', '-inf', '-inf', '-inf']	414
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	415
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['31.458', '-inf', '-inf', '-inf', '-inf']	416
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['29.792', '-inf', '-inf', '-inf', '-inf']	417
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['29.167', '-inf', '-inf', '-inf', '-inf']	418
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['30.208', '-inf', '-inf', '-inf', '-inf']	419
plantae	rhodophyta	corallinaceae	Corallina	officinalis	France	Bretagne	Ille-Et-Vilaine	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', '', '', '\x00', '']	['31.458', '-inf', '-inf', '-inf', '-inf']	420
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.917', '31.667', '-inf', '-inf', '-inf']	421
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['32.292', '32.292', '-inf', '-inf', '-inf']	422
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is it possible to encounter species Syllis pale pink, medium cirri, creamy eggs in Coos County, Oregon, United States? Only respond yes or no.'	'Yes.'	['Yes', 'No', '', '', '']	['32.5', '31.458', '-inf', '-inf', '-inf']	423
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['Yes', '', '', '\x00', '']	['33.542', '-inf', '-inf', '-inf', '-inf']	424
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes.'	['No', 'Yes', '', '', '']	['30.625', '30.417', '-inf', '-inf', '-inf']	425
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['31.458', '30', '-inf', '-inf', '-inf']	426
animalia	annelida	syllidae	Syllis	pale pink, medium cirri, creamy eggs	United States	Oregon	Coos County	Yes	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['32.5', '31.25', '-inf', '-inf', '-inf']	427
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes'	['Yes', 'No', '', '', '']	['34.583', '34.167', '-inf', '-inf', '-inf']	428
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nM'	['No', '', '', '\x00', '']	['36.25', '-inf', '-inf', '-inf', '-inf']	429
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nM'	['No', 'Yes', '', '', '']	['34.375', '33.333', '-inf', '-inf', '-inf']	430
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes, Microclad'	['No', 'Yes', '', '', '']	['33.333', '32.917', '-inf', '-inf', '-inf']	431
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nM'	['No', '', '', '\x00', '']	['31.875', '-inf', '-inf', '-inf', '-inf']	432
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.208', '-inf', '-inf', '-inf', '-inf']	433
plantae	rhodophyta	ceramiaceae	Microcladia	coulteri	United States	Vermont	Lamoille	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Microclad'	['No', 'Yes', '', '', '']	['34.167', '33.542', '-inf', '-inf', '-inf']	434
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	435
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No, Caulerpa'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	436
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nCa'	['No', '', '', '\x00', '']	['35.833', '-inf', '-inf', '-inf', '-inf']	437
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.'	['No', '', '', '\x00', '']	['32.917', '-inf', '-inf', '-inf', '-inf']	438
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', '', '', '\x00', '']	['32.5', '-inf', '-inf', '-inf', '-inf']	439
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No'	['No', 'Yes', '', '', '']	['33.333', '32.292', '-inf', '-inf', '-inf']	440
plantae	chlorophyta	caulerpaceae	Caulerpa	taxifolia	Denmark	Småland Sea	Sm	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nCa'	['No', '', '', '\x00', '']	['34.583', '-inf', '-inf', '-inf', '-inf']	441
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'Yes. Macrhy'	['No', 'Yes', '', '', '']	['30.625', '30.208', '-inf', '-inf', '-inf']	442
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No.\n\nMac'	['No', '', '', '\x00', '']	['32.292', '-inf', '-inf', '-inf', '-inf']	443
animalia	chordata	cyprinidae	Macrhybopsis	aestivalis	Brasil	Minas Gerais	Perdizes	No	'Is there a presence of species Parmelinopsis minarum within Burlington, New Jersey, United States? Only respond yes or no.'	'No. Macrhy'	['No', '', '', '\x00', '']	['34.167', '-inf', '-inf', '-inf', '-inf']	444
